relative_path,absolute_path,encoding,read_status,format,frequency,precision,min_angle,depth,length_unit,problem_type,coordinates,point_count,boundary_count,material_count,circuit_count,node_count,segment_count,arc_count,block_label_count,material_names,assigned_material_names,circuit_names,current_settings,magnetization_directions,geometry_bbox,model_center,geometry_signature,error
IA_test/12.21 N3G10/w02/case_1a903502-eae2-44aa-b20d-f5a319beef36.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_1a903502-eae2-44aa-b20d-f5a319beef36.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",f32918b77e718aecb7c640bbb6c7daa783399f96d42c0c5b0341938256fbb7bf,
IA_test/12.21 N3G10/w02/case_278f70c1-be87-474f-bd88-9270d1b9edf9.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_278f70c1-be87-474f-bd88-9270d1b9edf9.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",76c88733d5104099ba465869a659c2df4670ecc0864960dbfb0445f23e02b2fa,
IA_test/12.21 N3G10/w02/case_2cc7bc73-cd5f-4e19-869d-9b67a5b8b5af.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_2cc7bc73-cd5f-4e19-869d-9b67a5b8b5af.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",f019049abe618298bed3adea378e1e4fcb0bbadfbb05c19c611e71420706228b,
IA_test/12.21 N3G10/w02/case_2efb83d5-5d0b-458b-b718-044c34efdc44.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_2efb83d5-5d0b-458b-b718-044c34efdc44.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",8e3ff44ed12d771b5846e22274faafdf38a7e893c83ec88c7157a0f2c8321827,
IA_test/12.21 N3G10/w02/case_3781bdbc-eb47-4019-9edd-e771f7eb5ab4.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_3781bdbc-eb47-4019-9edd-e771f7eb5ab4.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",7b551060023c98f24432a67777aa904cc7461eb415c946f1a3f0ad34e306695a,
IA_test/12.21 N3G10/w02/case_39c72458-418d-4b0c-8b68-5fc28c1f9ce2.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_39c72458-418d-4b0c-8b68-5fc28c1f9ce2.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",71a233cc9cb09b117f0e0fa894ecf31ecdf3d6801be2cba2c217273dda12e961,
IA_test/12.21 N3G10/w02/case_3a323f0f-60ba-4182-ae91-0c7440176ebc.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_3a323f0f-60ba-4182-ae91-0c7440176ebc.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",5294de4eb70bc3b1625158ca68c1bc6475d6ca3b44180c756e1e9925d367bc86,
IA_test/12.21 N3G10/w02/case_3f463c7e-3d8c-4c80-9e27-fb58c599e037.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_3f463c7e-3d8c-4c80-9e27-fb58c599e037.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",08fd0c5305430b95a6f1e7a368a050888f75240fdefac516572f4c7000c84529,
IA_test/12.21 N3G10/w02/case_43941121-5520-4fab-a0e2-0ea2f23e15e3.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_43941121-5520-4fab-a0e2-0ea2f23e15e3.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",d509a82afbb5b5bea758672889d08da746b3880bf9c973a22853554c17a972b1,
IA_test/12.21 N3G10/w02/case_45e42035-642a-401b-bb86-90917e928696.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_45e42035-642a-401b-bb86-90917e928696.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",a0d1602b025a4dfcb6434f498c7e50f7b7cbf05f6ebd0c778bb291831e2ceb43,
IA_test/12.21 N3G10/w02/case_5128b0bc-6616-42bc-948a-0526565a2964.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_5128b0bc-6616-42bc-948a-0526565a2964.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",3403f8b18884db4f74ff2069b88de1e7bd80126ca0283d8e4cf572ca82c90ca9,
IA_test/12.21 N3G10/w02/case_54b7a8af-c961-4020-904c-27aee80cfda6.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_54b7a8af-c961-4020-904c-27aee80cfda6.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",06cf772f02a774c5aae833dfc635d77382de0c3c7462486780175e80da99f249,
IA_test/12.21 N3G10/w02/case_5cb4e85c-14dd-444a-9cc3-965f42880507.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_5cb4e85c-14dd-444a-9cc3-965f42880507.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",4c849b69269a879b7cae2d0548bdfb36dde7227abd22baf19aeebfa09b9a7f7f,
IA_test/12.21 N3G10/w02/case_6dc6b2ab-4d29-44fa-a85f-5e86f0132a64.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_6dc6b2ab-4d29-44fa-a85f-5e86f0132a64.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",66592ae334bee7f471e5f582d0561590ede3bfae4d4112145bee1bbb718b6a20,
IA_test/12.21 N3G10/w02/case_6ea371ff-ec56-4ae1-90b7-9c6394e79cb8.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_6ea371ff-ec56-4ae1-90b7-9c6394e79cb8.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",07b8ca368fd46a73b33f3588870a9a364e6830618538f638b07b6943a059535b,
IA_test/12.21 N3G10/w02/case_7406642a-8a7f-44e5-a919-9d6bdcdf667f.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_7406642a-8a7f-44e5-a919-9d6bdcdf667f.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",d3a0933c14deb14cd8f37cf7214a189d206578be825719e8c97f53de9248dae1,
IA_test/12.21 N3G10/w02/case_749129f2-9526-483c-aeb7-23858e7b0e59.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_749129f2-9526-483c-aeb7-23858e7b0e59.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",4e5f2e9e19b5a06c8d687c43d6f12ba81bde5fd2b3b65fceb471434a89df11b1,
IA_test/12.21 N3G10/w02/case_85e13400-b93f-41d7-a022-6af54ca5fdf6.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_85e13400-b93f-41d7-a022-6af54ca5fdf6.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",35edeef29ff4ad67585e4afce33779d072cb2fc7d94d2958f00d1ee873ab6261,
IA_test/12.21 N3G10/w02/case_8b670471-529a-4d49-9e45-f711c972ed03.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_8b670471-529a-4d49-9e45-f711c972ed03.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",b80de2bd289d7f948b5fd7e1a83d230c27cda21c29fd90286bf56739d0446ed2,
IA_test/12.21 N3G10/w02/case_9ea14e95-b1d5-4690-b666-91fd603a3230.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_9ea14e95-b1d5-4690-b666-91fd603a3230.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",b93827f85b426d7e9d54dfdd65f552379070b4008e5a1dac2153e250ef3a7f1e,
IA_test/12.21 N3G10/w02/case_a15f2e35-e60e-4aed-9a5f-94ee4990f15c.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_a15f2e35-e60e-4aed-9a5f-94ee4990f15c.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",03b57c4df118c09cacdc6fa2687bc0394df92c4a02f0e25ed2cc58dac65f21f3,
IA_test/12.21 N3G10/w02/case_a7ecd80d-fb62-407c-b380-670fa66c3f66.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_a7ecd80d-fb62-407c-b380-670fa66c3f66.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",a12266317eb56f60ada3fe7f3174a1694909e47d30214bd1a46681fe16e7be56,
IA_test/12.21 N3G10/w02/case_b387b2c3-8c37-4860-bddb-cac9004396a6.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_b387b2c3-8c37-4860-bddb-cac9004396a6.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",5468ecf4e4e3b2cb03ac275e1be110d2000253e85b92074b62886bee97fcdbb5,
IA_test/12.21 N3G10/w02/case_bbd260f1-8d6a-4e88-bc2a-800810968b5c.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_bbd260f1-8d6a-4e88-bc2a-800810968b5c.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",b7159bbe92384c3536d744da8fd19e952bafb6498f302a9536994b437d8ad5d7,
IA_test/12.21 N3G10/w02/case_bc015e21-0860-4f7a-99ed-3a22058d8ee7.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_bc015e21-0860-4f7a-99ed-3a22058d8ee7.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",bbb21e0373879c6ba77484c3b90dd56d2b4e8a930a321db6674fddef7d2709bb,
IA_test/12.21 N3G10/w02/case_bd182655-75e0-4b80-8bad-90b1cb383d32.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_bd182655-75e0-4b80-8bad-90b1cb383d32.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",544d91580b39e71c2b60acb998732d314c1654b3e072b068f2d5add957d188a6,
IA_test/12.21 N3G10/w02/case_bf096598-6d7f-40f1-baff-576a499c62f8.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_bf096598-6d7f-40f1-baff-576a499c62f8.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",e1ae60c06a0faa205e5ab7096642af255fc2b8cec518631afdd4018570081c32,
IA_test/12.21 N3G10/w02/case_c876b0c1-ceff-482e-9d89-1d2d2ed0610a.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_c876b0c1-ceff-482e-9d89-1d2d2ed0610a.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",4c849b69269a879b7cae2d0548bdfb36dde7227abd22baf19aeebfa09b9a7f7f,
IA_test/12.21 N3G10/w02/case_ce520cd2-7cf9-421b-ba62-b8af3d02a342.fem,C:\Users\26096\Desktop\em\FP\IA_test\12.21 N3G10\w02\case_ce520cd2-7cf9-421b-ba62-b8af3d02a342.fem,utf-8-sig,ok,4.0,0,1e-008,25,36,millimeters,planar,cartesian,0,17,7,6,1497,931,845,551,Air|Pure Iron|Copper|N40|Air|N40|Air,Air|Copper|N40|Pure Iron,A+|B+|C+|A-|B-|C-,"[{""name"":""A+"",""current_re"":""0""},{""name"":""B+"",""current_re"":""-8.6602540378443873""},{""name"":""C+"",""current_re"":""8.6602540378443855""},{""name"":""A-"",""current_re"":""0""},{""name"":""B-"",""current_re"":""8.6602540378443873""},{""name"":""C-"",""current_re"":""-8.6602540378443855""}]","[0.0,1.0,30.0,31.0]","[0.0,0.0,74.0,74.0]","[37.0,37.0]",e38001baea8e4ec5c497eb53d9d619635d3315f4a947db02b852d809f1ad771e,
